timestamp,model,dataset,nrows,accuracy,f1,co2eq_kg,co2eq_codecarbon_kg,cpu_power_hw_w,cpu_energy_hw_wh,gpu_energy_wh,ram_energy_wh,training_time_s
2026-05-05 15:12:55,tune_RFC,wine,all,,0.9831,0.000482361,0.0004348297033725,59.3098,1.266039,0.6960008345779,0.3353094438888,76.64
2026-05-05 15:26:31,tune_RFC,credit,all,,0.8001,0.010508384,0.0098390542061195,121.7853,27.581061,8.9728182893599,4.3256362333331,815.08
2026-05-05 15:28:35,tune_XGB,wine,all,,0.9888,0.00103858,0.000888887334772,79.5314,2.725931,1.334490512036,0.6197977816666,123.32
2026-05-05 15:30:45,tune_XGB,credit,all,,0.8008,0.001081039,0.0010144634806917,78.632,2.837372,1.6525838220659999,0.6531877511109,129.9
2026-05-05 16:20:45,tune_XGB,higgs,all,,0.7597,0.02189185,0.0509226399840337,68.9831,57.458924,103.34267545185199,16.0300234944443,2998.5
2026-05-05 16:21:32,tune_MLP,wine,all,,0.9943,0.000388639,0.0002586820147533,78.7133,1.02005,0.358989731636,0.1811904127777,46.48
2026-05-05 16:37:13,tune_MLP,credit,all,,0.8044,0.006343934,0.0066289734772411,63.7087,16.650746,10.702837173374,4.9980041444445,940.64
2026-05-09 16:00:59,tune_MLP,higgs,all,,0.7873,2.14928884,2.470909030114778,59.1345,5641.178057,4025.706043340035,1843.2541794455276,343424.86
2026-05-09 16:01:14,LogisticRegression,wine,all,0.9887,0.9888,1.3724438506491476e-05,5.243360396871851e-06,49.8518,0.024289,0.005494448839904464,0.006239158888800173,0.04
2026-05-09 16:01:28,RandomForest,wine,all,0.9832,0.9831,2.8836239497386603e-05,1.4037363428167434e-05,51.1789,0.043034,0.019769738038633022,0.012881788333308782,1.32
2026-05-09 16:01:40,XGBoost,wine,all,0.9887,0.9888,2.0467568358959823e-05,7.795457346292652e-06,66.1714,0.035956,0.009966396861571525,0.0077978616667678585,0.4
2026-05-09 16:01:54,XGBoost_GPU,wine,all,0.9887,0.9888,5.122640550254018e-05,2.444745121869393e-05,70.634,0.081192,0.03459363878555166,0.01866711444454268,2.35
2026-05-09 16:02:12,MLP_PyTorch,wine,all,0.9887,0.9888,5.874161089258288e-05,2.983678074054761e-05,62.1292,0.086316,0.04366336826322481,0.024198514444611244,3.35
